Transaction_ID,Date,Region,Drug_Name,Hospital_Name,Units_Ordered,Price_Per_Unit,Total_Revenue
TXN100727,2025-11-24,Central,OncoShield 10mg,Max Super Speciality 2,113,450,50850
TXN101566,2025-11-24,East,OncoShield 10mg,Fortis Healthcare 3,28,450,12600
TXN108319,2025-11-24,South,GlycaCure 50mg,Max Super Speciality 2,98,120,11760
TXN100736,2025-11-24,East,OncoShield 10mg,Max Super Speciality 3,46,450,20700
TXN107224,2025-11-24,Central,OncoShield 10mg,Apollo Medical Center 5,45,450,20250
TXN101917,2025-11-24,West,GlycaCure 50mg,Fortis Healthcare 5,112,120,13440
TXN101195,2025-11-24,Central,GlycaCure 50mg,Apollo Medical Center 1,120,120,14400
TXN105115,2025-11-24,East,GlycaCure 50mg,Fortis Healthcare 1,75,250,18750
TXN108960,2025-11-24,West,GlycaCure 50mg,Apollo Medical Center 2,117,120,14040
TXN109347,2025-11-24,South,GlycaCure 50mg,Fortis Healthcare 5,115,120,13800
TXN109189,2025-11-24,South,GlycaCure 50mg,Max Super Speciality 2,71,250,17750
TXN109875,2025-11-24,East,GlycaCure 50mg,Max Super Speciality 4,112,250,28000
TXN109158,2025-11-24,West,GlycaCure 50mg,Apollo Medical Center 2,116,250,29000
TXN104528,2025-11-24,South,OncoShield 10mg,Fortis Healthcare 5,94,450,42300
TXN102901,2025-11-24,East,GlycaCure 50mg,Apollo Medical Center 1,115,250,28750
TXN103707,2025-11-24,North,OncoShield 10mg,Max Super Speciality 5,53,450,23850
TXN104315,2025-11-24,West,OncoShield 10mg,Apollo Medical Center 3,62,450,27900
TXN103236,2025-11-24,South,OncoShield 10mg,Fortis Healthcare 1,59,450,26550
TXN108961,2025-11-24,North,OncoShield 10mg,Max Super Speciality 2,110,450,49500
TXN103295,2025-11-24,North,OncoShield 10mg,Max Super Speciality 1,45,450,20250
TXN103657,2025-11-25,East,OncoShield 10mg,Max Super Speciality 3,107,450,48150
TXN104801,2025-11-25,West,GlycaCure 50mg,Apollo Medical Center 1,55,120,6600
TXN101852,2025-11-25,Central,OncoShield 10mg,Max Super Speciality 2,90,450,40500
TXN109124,2025-11-25,North,OncoShield 10mg,Apollo Medical Center 1,66,450,29700
TXN101248,2025-11-25,East,GlycaCure 50mg,Fortis Healthcare 5,135,120,16200
TXN104759,2025-11-25,Central,GlycaCure 50mg,Apollo Medical Center 3,144,120,17280
TXN108611,2025-11-25,West,OncoShield 10mg,Apollo Medical Center 5,113,450,50850
TXN101572,2025-11-25,West,OncoShield 10mg,Fortis Healthcare 4,16,450,7200
TXN100505,2025-11-25,East,OncoShield 10mg,Max Super Speciality 5,80,450,36000
TXN102035,2025-11-25,East,OncoShield 10mg,Apollo Medical Center 5,51,450,22950
TXN106561,2025-11-25,East,OncoShield 10mg,Apollo Medical Center 5,84,450,37800
TXN102861,2025-11-25,North,OncoShield 10mg,Apollo Medical Center 5,52,450,23400
TXN108538,2025-11-25,North,GlycaCure 50mg,Max Super Speciality 1,45,250,11250
TXN106032,2025-11-25,North,GlycaCure 50mg,Apollo Medical Center 3,84,250,21000
TXN107286,2025-11-25,West,OncoShield 10mg,Apollo Medical Center 2,15,450,6750
TXN102886,2025-11-25,Central,OncoShield 10mg,Apollo Medical Center 3,74,450,33300
TXN107685,2025-11-25,South,OncoShield 10mg,Fortis Healthcare 5,33,450,14850
TXN108061,2025-11-25,North,OncoShield 10mg,Apollo Medical Center 3,17,450,7650
TXN102960,2025-11-25,North,GlycaCure 50mg,Apollo Medical Center 2,138,120,16560
TXN104390,2025-11-25,East,OncoShield 10mg,Fortis Healthcare 3,127,450,57150
TXN101002,2025-11-25,East,GlycaCure 50mg,Max Super Speciality 4,136,120,16320
TXN109704,2025-11-25,North,OncoShield 10mg,Max Super Speciality 1,48,450,21600
TXN102461,2025-11-25,Central,OncoShield 10mg,Max Super Speciality 5,49,450,22050
TXN107661,2025-11-25,North,OncoShield 10mg,Fortis Healthcare 3,36,450,16200
TXN102436,2025-11-25,East,GlycaCure 50mg,Apollo Medical Center 4,72,120,8640
TXN100695,2025-11-25,Central,OncoShield 10mg,Max Super Speciality 5,92,450,41400
TXN109722,2025-11-26,North,GlycaCure 50mg,Fortis Healthcare 1,99,120,11880
TXN106764,2025-11-26,North,OncoShield 10mg,Fortis Healthcare 4,109,450,49050
TXN100137,2025-11-26,West,GlycaCure 50mg,Max Super Speciality 2,54,120,6480
TXN107866,2025-11-26,South,GlycaCure 50mg,Max Super Speciality 2,19,120,2280
TXN108225,2025-11-26,South,GlycaCure 50mg,Fortis Healthcare 5,122,120,14640
TXN104954,2025-11-26,East,OncoShield 10mg,Fortis Healthcare 3,41,450,18450
TXN104441,2025-11-26,West,OncoShield 10mg,Fortis Healthcare 5,125,450,56250
TXN104258,2025-11-26,East,OncoShield 10mg,Apollo Medical Center 1,41,450,18450
TXN100508,2025-11-26,Central,GlycaCure 50mg,Max Super Speciality 2,92,250,23000
TXN106725,2025-11-26,North,GlycaCure 50mg,Max Super Speciality 5,51,250,12750
TXN103200,2025-11-26,West,OncoShield 10mg,Max Super Speciality 3,111,450,49950
TXN106135,2025-11-26,West,OncoShield 10mg,Max Super Speciality 2,79,450,35550
TXN107633,2025-11-26,West,GlycaCure 50mg,Fortis Healthcare 4,39,250,9750
TXN102018,2025-11-26,North,GlycaCure 50mg,Max Super Speciality 2,75,250,18750
TXN107680,2025-11-26,West,GlycaCure 50mg,Max Super Speciality 2,138,250,34500
TXN106208,2025-11-26,East,OncoShield 10mg,Apollo Medical Center 3,120,450,54000
TXN104132,2025-11-26,North,GlycaCure 50mg,Apollo Medical Center 1,104,250,26000
TXN103711,2025-11-26,North,OncoShield 10mg,Fortis Healthcare 4,132,450,59400
TXN106164,2025-11-26,East,GlycaCure 50mg,Max Super Speciality 4,146,250,36500
TXN101808,2025-11-26,Central,GlycaCure 50mg,Fortis Healthcare 5,66,120,7920
TXN103519,2025-11-26,Central,GlycaCure 50mg,Max Super Speciality 2,88,250,22000
TXN101059,2025-11-26,South,GlycaCure 50mg,Apollo Medical Center 2,123,120,14760
TXN101187,2025-11-26,North,GlycaCure 50mg,Fortis Healthcare 5,15,250,3750
TXN106533,2025-11-26,South,GlycaCure 50mg,Fortis Healthcare 5,23,120,2760
TXN101075,2025-11-26,East,GlycaCure 50mg,Apollo Medical Center 4,113,120,13560
TXN106448,2025-11-26,South,GlycaCure 50mg,Fortis Healthcare 2,86,120,10320
TXN109120,2025-11-26,East,GlycaCure 50mg,Fortis Healthcare 5,76,120,9120
TXN107475,2025-11-26,South,OncoShield 10mg,Max Super Speciality 4,113,450,50850
TXN106493,2025-11-26,West,GlycaCure 50mg,Fortis Healthcare 4,35,120,4200
TXN103044,2025-11-27,South,OncoShield 10mg,Apollo Medical Center 5,125,450,56250
TXN100405,2025-11-27,West,GlycaCure 50mg,Apollo Medical Center 4,104,120,12480
TXN107059,2025-11-27,South,OncoShield 10mg,Max Super Speciality 3,132,450,59400
TXN108489,2025-11-27,West,OncoShield 10mg,Fortis Healthcare 2,133,450,59850
TXN107200,2025-11-27,West,GlycaCure 50mg,Fortis Healthcare 1,57,120,6840
TXN107191,2025-11-27,East,GlycaCure 50mg,Max Super Speciality 2,20,250,5000
TXN100935,2025-11-27,Central,OncoShield 10mg,Fortis Healthcare 4,45,450,20250
TXN106855,2025-11-27,South,OncoShield 10mg,Max Super Speciality 3,37,450,16650
TXN100879,2025-11-27,South,GlycaCure 50mg,Max Super Speciality 1,116,250,29000
TXN101191,2025-11-27,North,GlycaCure 50mg,Apollo Medical Center 1,19,120,2280
TXN107740,2025-11-27,South,OncoShield 10mg,Apollo Medical Center 4,131,450,58950
TXN105179,2025-11-27,West,OncoShield 10mg,Max Super Speciality 1,26,450,11700
TXN105620,2025-11-27,North,GlycaCure 50mg,Apollo Medical Center 2,35,120,4200
TXN105338,2025-11-27,West,GlycaCure 50mg,Fortis Healthcare 4,125,120,15000
TXN100489,2025-11-27,Central,GlycaCure 50mg,Fortis Healthcare 2,140,250,35000
TXN106105,2025-11-27,Central,GlycaCure 50mg,Apollo Medical Center 1,35,250,8750
TXN102357,2025-11-27,North,OncoShield 10mg,Apollo Medical Center 1,14,450,6300
TXN100194,2025-11-27,North,OncoShield 10mg,Max Super Speciality 2,85,450,38250
TXN108979,2025-11-27,West,GlycaCure 50mg,Max Super Speciality 3,34,250,8500
TXN105652,2025-11-27,West,OncoShield 10mg,Apollo Medical Center 4,39,450,17550
TXN106260,2025-11-27,South,GlycaCure 50mg,Fortis Healthcare 4,100,250,25000
TXN105175,2025-11-27,West,OncoShield 10mg,Apollo Medical Center 1,62,450,27900
TXN108108,2025-11-27,East,OncoShield 10mg,Max Super Speciality 4,19,450,8550
TXN109186,2025-11-27,West,GlycaCure 50mg,Max Super Speciality 3,25,250,6250
TXN101644,2025-11-28,West,GlycaCure 50mg,Max Super Speciality 3,129,120,15480
TXN100587,2025-11-28,Central,GlycaCure 50mg,Fortis Healthcare 3,100,250,25000
TXN105039,2025-11-28,West,OncoShield 10mg,Apollo Medical Center 4,136,450,61200
TXN108574,2025-11-28,North,OncoShield 10mg,Max Super Speciality 2,49,450,22050
TXN108109,2025-11-28,West,GlycaCure 50mg,Max Super Speciality 4,128,120,15360
TXN103824,2025-11-28,North,GlycaCure 50mg,Apollo Medical Center 3,13,120,1560
TXN107081,2025-11-28,North,GlycaCure 50mg,Apollo Medical Center 3,141,250,35250
TXN108103,2025-11-28,North,GlycaCure 50mg,Fortis Healthcare 1,102,250,25500
TXN105345,2025-11-28,South,OncoShield 10mg,Fortis Healthcare 1,27,450,12150
TXN103889,2025-11-28,West,GlycaCure 50mg,Fortis Healthcare 5,149,250,37250
TXN108703,2025-11-28,Central,OncoShield 10mg,Max Super Speciality 1,121,450,54450
TXN102594,2025-11-28,West,GlycaCure 50mg,Max Super Speciality 3,65,120,7800
TXN101771,2025-11-28,West,GlycaCure 50mg,Apollo Medical Center 4,29,120,3480
TXN106781,2025-11-28,West,GlycaCure 50mg,Max Super Speciality 4,81,120,9720
TXN108278,2025-11-28,South,OncoShield 10mg,Fortis Healthcare 5,25,450,11250
TXN104043,2025-11-28,West,GlycaCure 50mg,Apollo Medical Center 1,78,120,9360
TXN107757,2025-11-28,North,OncoShield 10mg,Fortis Healthcare 5,12,450,5400
TXN107840,2025-11-28,East,OncoShield 10mg,Max Super Speciality 4,86,450,38700
TXN106005,2025-11-28,South,OncoShield 10mg,Fortis Healthcare 5,61,450,27450
TXN104653,2025-11-28,South,OncoShield 10mg,Fortis Healthcare 5,128,450,57600
TXN106069,2025-11-28,Central,OncoShield 10mg,Fortis Healthcare 1,75,450,33750
TXN101372,2025-11-28,South,GlycaCure 50mg,Max Super Speciality 5,16,250,4000
TXN104107,2025-11-28,Central,OncoShield 10mg,Apollo Medical Center 4,135,450,60750
TXN105292,2025-11-28,South,GlycaCure 50mg,Max Super Speciality 1,44,120,5280
TXN104115,2025-11-28,North,GlycaCure 50mg,Apollo Medical Center 4,53,120,6360
TXN102488,2025-11-28,West,OncoShield 10mg,Max Super Speciality 1,124,450,55800
TXN106959,2025-11-28,North,OncoShield 10mg,Apollo Medical Center 4,45,450,20250
TXN109073,2025-11-28,East,GlycaCure 50mg,Apollo Medical Center 5,99,120,11880
TXN102022,2025-11-28,West,OncoShield 10mg,Max Super Speciality 5,111,450,49950
TXN100341,2025-11-28,West,GlycaCure 50mg,Apollo Medical Center 2,39,120,4680
TXN107285,2025-11-28,West,OncoShield 10mg,Apollo Medical Center 5,99,450,44550
TXN105688,2025-11-28,Central,OncoShield 10mg,Max Super Speciality 2,114,450,51300
TXN107346,2025-11-28,West,GlycaCure 50mg,Apollo Medical Center 5,83,120,9960
TXN109178,2025-11-28,Central,OncoShield 10mg,Apollo Medical Center 5,107,450,48150
TXN105715,2025-11-28,Central,GlycaCure 50mg,Fortis Healthcare 2,29,120,3480
TXN104949,2025-11-28,North,OncoShield 10mg,Max Super Speciality 1,17,450,7650
TXN104449,2025-11-29,North,GlycaCure 50mg,Apollo Medical Center 4,128,250,32000
TXN107864,2025-11-29,South,OncoShield 10mg,Apollo Medical Center 4,95,450,42750
TXN105735,2025-11-29,South,OncoShield 10mg,Max Super Speciality 3,134,450,60300
TXN105183,2025-11-29,South,GlycaCure 50mg,Apollo Medical Center 2,96,250,24000
TXN106731,2025-11-29,Central,OncoShield 10mg,Apollo Medical Center 3,27,450,12150
TXN104688,2025-11-29,South,GlycaCure 50mg,Fortis Healthcare 5,49,250,12250
TXN108634,2025-11-29,East,GlycaCure 50mg,Fortis Healthcare 5,148,120,17760
TXN108662,2025-11-29,North,OncoShield 10mg,Max Super Speciality 2,15,450,6750
TXN107362,2025-11-29,East,OncoShield 10mg,Apollo Medical Center 2,65,450,29250
TXN102824,2025-11-29,North,GlycaCure 50mg,Apollo Medical Center 5,140,250,35000
TXN106364,2025-11-29,East,OncoShield 10mg,Apollo Medical Center 2,117,450,52650
TXN104814,2025-11-29,South,OncoShield 10mg,Fortis Healthcare 3,122,450,54900
TXN108007,2025-11-29,West,GlycaCure 50mg,Fortis Healthcare 1,116,120,13920
TXN102844,2025-11-29,West,GlycaCure 50mg,Apollo Medical Center 1,125,250,31250
TXN100631,2025-11-29,Central,OncoShield 10mg,Max Super Speciality 1,120,450,54000
TXN109753,2025-11-29,South,OncoShield 10mg,Max Super Speciality 5,37,450,16650
TXN107331,2025-11-29,North,GlycaCure 50mg,Fortis Healthcare 3,109,250,27250
TXN101188,2025-11-29,North,OncoShield 10mg,Fortis Healthcare 4,43,450,19350
TXN104894,2025-11-29,North,OncoShield 10mg,Fortis Healthcare 2,81,450,36450
TXN107253,2025-11-29,North,GlycaCure 50mg,Apollo Medical Center 4,11,250,2750
TXN104886,2025-11-29,West,GlycaCure 50mg,Apollo Medical Center 5,20,120,2400
TXN109629,2025-11-29,North,GlycaCure 50mg,Fortis Healthcare 3,32,250,8000
TXN109094,2025-11-29,Central,OncoShield 10mg,Max Super Speciality 4,66,450,29700
TXN106699,2025-11-29,Central,OncoShield 10mg,Apollo Medical Center 4,146,450,65700
TXN106691,2025-11-29,North,GlycaCure 50mg,Max Super Speciality 1,16,120,1920
TXN107517,2025-11-29,Central,OncoShield 10mg,Fortis Healthcare 5,56,450,25200
TXN105731,2025-11-29,South,GlycaCure 50mg,Max Super Speciality 2,27,250,6750
TXN105385,2025-11-29,South,OncoShield 10mg,Fortis Healthcare 1,120,450,54000
TXN101162,2025-11-29,South,OncoShield 10mg,Fortis Healthcare 1,107,450,48150
TXN103806,2025-11-29,Central,GlycaCure 50mg,Max Super Speciality 4,40,250,10000
TXN104287,2025-11-29,North,GlycaCure 50mg,Apollo Medical Center 3,104,120,12480
TXN101274,2025-11-29,North,GlycaCure 50mg,Fortis Healthcare 4,84,250,21000
TXN108367,2025-11-30,West,GlycaCure 50mg,Apollo Medical Center 2,42,120,5040
TXN106924,2025-11-30,East,OncoShield 10mg,Max Super Speciality 5,123,450,55350
TXN100825,2025-11-30,East,OncoShield 10mg,Max Super Speciality 1,34,450,15300
TXN102604,2025-11-30,North,OncoShield 10mg,Apollo Medical Center 4,104,450,46800
TXN103647,2025-11-30,Central,OncoShield 10mg,Fortis Healthcare 2,38,450,17100
TXN102497,2025-11-30,North,GlycaCure 50mg,Max Super Speciality 3,23,120,2760
TXN100553,2025-11-30,North,GlycaCure 50mg,Max Super Speciality 3,31,120,3720
TXN103265,2025-11-30,East,GlycaCure 50mg,Apollo Medical Center 5,73,120,8760
TXN102474,2025-11-30,North,GlycaCure 50mg,Apollo Medical Center 4,87,250,21750
TXN108878,2025-11-30,North,GlycaCure 50mg,Apollo Medical Center 2,58,250,14500
TXN106455,2025-11-30,North,GlycaCure 50mg,Fortis Healthcare 5,129,120,15480
TXN105303,2025-11-30,South,OncoShield 10mg,Fortis Healthcare 3,86,450,38700
TXN106483,2025-11-30,North,OncoShield 10mg,Fortis Healthcare 4,12,450,5400
TXN103160,2025-11-30,South,OncoShield 10mg,Max Super Speciality 3,93,450,41850
TXN103509,2025-11-30,West,GlycaCure 50mg,Fortis Healthcare 3,23,250,5750
TXN101482,2025-11-30,Central,GlycaCure 50mg,Max Super Speciality 2,85,250,21250
TXN104212,2025-11-30,South,GlycaCure 50mg,Max Super Speciality 5,12,250,3000
TXN102762,2025-11-30,East,GlycaCure 50mg,Fortis Healthcare 4,14,250,3500
TXN104867,2025-11-30,West,GlycaCure 50mg,Fortis Healthcare 5,111,120,13320
TXN102760,2025-11-30,East,OncoShield 10mg,Max Super Speciality 2,46,450,20700
TXN107042,2025-11-30,South,OncoShield 10mg,Fortis Healthcare 3,132,450,59400
TXN101885,2025-11-30,West,GlycaCure 50mg,Max Super Speciality 2,94,250,23500
TXN104840,2025-11-30,South,GlycaCure 50mg,Fortis Healthcare 4,148,120,17760
TXN105040,2025-12-01,East,GlycaCure 50mg,Fortis Healthcare 2,94,120,11280
TXN109402,2025-12-01,Central,GlycaCure 50mg,Fortis Healthcare 5,107,120,12840
TXN100809,2025-12-01,Central,GlycaCure 50mg,Max Super Speciality 1,56,250,14000
TXN107774,2025-12-01,West,OncoShield 10mg,Max Super Speciality 5,25,450,11250
TXN103495,2025-12-01,South,GlycaCure 50mg,Max Super Speciality 4,141,120,16920
TXN102034,2025-12-01,East,GlycaCure 50mg,Fortis Healthcare 1,45,120,5400
TXN109104,2025-12-01,North,OncoShield 10mg,Max Super Speciality 2,45,450,20250
TXN102853,2025-12-01,South,GlycaCure 50mg,Fortis Healthcare 3,49,250,12250
TXN105371,2025-12-01,West,OncoShield 10mg,Max Super Speciality 3,99,450,44550
TXN104920,2025-12-01,East,GlycaCure 50mg,Fortis Healthcare 1,79,250,19750
TXN106966,2025-12-01,South,OncoShield 10mg,Max Super Speciality 5,72,450,32400
TXN102656,2025-12-01,South,GlycaCure 50mg,Fortis Healthcare 3,148,250,37000
TXN105260,2025-12-01,East,OncoShield 10mg,Max Super Speciality 3,112,450,50400
TXN100830,2025-12-01,East,GlycaCure 50mg,Fortis Healthcare 5,22,250,5500
TXN103562,2025-12-01,South,GlycaCure 50mg,Fortis Healthcare 5,41,250,10250
TXN105268,2025-12-01,West,OncoShield 10mg,Apollo Medical Center 5,103,450,46350
TXN107543,2025-12-01,East,OncoShield 10mg,Max Super Speciality 1,60,450,27000
TXN103952,2025-12-01,East,GlycaCure 50mg,Max Super Speciality 3,142,120,17040
TXN105233,2025-12-01,Central,GlycaCure 50mg,Fortis Healthcare 1,25,250,6250
TXN106528,2025-12-01,North,GlycaCure 50mg,Fortis Healthcare 3,147,250,36750
TXN106724,2025-12-01,Central,GlycaCure 50mg,Apollo Medical Center 2,130,120,15600
TXN103622,2025-12-01,North,GlycaCure 50mg,Fortis Healthcare 5,106,250,26500
TXN101102,2025-12-01,East,GlycaCure 50mg,Fortis Healthcare 3,128,250,32000
TXN100223,2025-12-01,North,OncoShield 10mg,Max Super Speciality 2,132,450,59400
TXN105107,2025-12-02,Central,OncoShield 10mg,Fortis Healthcare 5,147,450,66150
TXN100466,2025-12-02,West,GlycaCure 50mg,Fortis Healthcare 1,78,120,9360
TXN108516,2025-12-02,North,GlycaCure 50mg,Fortis Healthcare 5,23,250,5750
TXN105754,2025-12-02,West,GlycaCure 50mg,Max Super Speciality 1,12,120,1440
TXN107425,2025-12-02,North,GlycaCure 50mg,Fortis Healthcare 4,146,120,17520
TXN104475,2025-12-02,South,OncoShield 10mg,Max Super Speciality 4,43,450,19350
TXN108218,2025-12-02,South,GlycaCure 50mg,Max Super Speciality 4,61,120,7320
TXN106822,2025-12-02,North,GlycaCure 50mg,Fortis Healthcare 3,71,250,17750
TXN109353,2025-12-02,West,GlycaCure 50mg,Fortis Healthcare 4,34,120,4080
TXN106126,2025-12-02,West,OncoShield 10mg,Apollo Medical Center 3,23,450,10350
TXN101509,2025-12-02,West,GlycaCure 50mg,Fortis Healthcare 2,126,250,31500
TXN104148,2025-12-02,East,GlycaCure 50mg,Max Super Speciality 3,102,120,12240
TXN106650,2025-12-02,North,GlycaCure 50mg,Max Super Speciality 2,103,120,12360
TXN108167,2025-12-02,East,GlycaCure 50mg,Fortis Healthcare 3,45,250,11250
TXN104666,2025-12-02,Central,OncoShield 10mg,Apollo Medical Center 4,17,450,7650
TXN102031,2025-12-02,Central,GlycaCure 50mg,Max Super Speciality 3,23,250,5750
TXN106736,2025-12-02,West,GlycaCure 50mg,Max Super Speciality 3,149,250,37250
TXN107655,2025-12-02,East,OncoShield 10mg,Apollo Medical Center 2,41,450,18450
TXN107488,2025-12-02,South,GlycaCure 50mg,Max Super Speciality 2,47,250,11750
TXN102735,2025-12-03,East,OncoShield 10mg,Max Super Speciality 5,105,450,47250
TXN105255,2025-12-03,Central,OncoShield 10mg,Max Super Speciality 5,46,450,20700
TXN101620,2025-12-03,Central,OncoShield 10mg,Fortis Healthcare 2,109,450,49050
TXN107940,2025-12-03,South,OncoShield 10mg,Fortis Healthcare 3,62,450,27900
TXN108942,2025-12-03,South,OncoShield 10mg,Fortis Healthcare 3,149,450,67050
TXN107260,2025-12-03,East,GlycaCure 50mg,Apollo Medical Center 1,36,250,9000
TXN106113,2025-12-03,South,OncoShield 10mg,Fortis Healthcare 5,32,450,14400
TXN106466,2025-12-03,Central,GlycaCure 50mg,Fortis Healthcare 1,68,120,8160
TXN109477,2025-12-03,West,GlycaCure 50mg,Apollo Medical Center 4,44,120,5280
TXN108569,2025-12-03,South,GlycaCure 50mg,Apollo Medical Center 3,11,120,1320
TXN108351,2025-12-03,Central,GlycaCure 50mg,Fortis Healthcare 5,47,250,11750
TXN100589,2025-12-03,West,OncoShield 10mg,Fortis Healthcare 1,147,450,66150
TXN109263,2025-12-03,North,OncoShield 10mg,Max Super Speciality 3,96,450,43200
TXN108375,2025-12-03,East,GlycaCure 50mg,Apollo Medical Center 3,148,250,37000
TXN100693,2025-12-03,North,OncoShield 10mg,Max Super Speciality 2,24,450,10800
TXN107440,2025-12-03,West,GlycaCure 50mg,Max Super Speciality 1,60,120,7200
TXN104474,2025-12-03,West,OncoShield 10mg,Max Super Speciality 1,107,450,48150
TXN105370,2025-12-03,East,GlycaCure 50mg,Fortis Healthcare 5,82,120,9840
TXN103822,2025-12-03,West,OncoShield 10mg,Max Super Speciality 2,24,450,10800
TXN102707,2025-12-03,North,GlycaCure 50mg,Max Super Speciality 3,110,250,27500
TXN103712,2025-12-03,North,GlycaCure 50mg,Max Super Speciality 3,133,250,33250
TXN101929,2025-12-03,East,OncoShield 10mg,Fortis Healthcare 3,49,450,22050
TXN100396,2025-12-03,West,GlycaCure 50mg,Apollo Medical Center 4,117,250,29250
TXN109364,2025-12-03,South,GlycaCure 50mg,Apollo Medical Center 2,33,250,8250
TXN107227,2025-12-03,South,GlycaCure 50mg,Fortis Healthcare 5,30,250,7500
TXN109785,2025-12-03,South,GlycaCure 50mg,Fortis Healthcare 3,17,250,4250
TXN102671,2025-12-03,North,OncoShield 10mg,Apollo Medical Center 3,13,450,5850
TXN108264,2025-12-03,North,OncoShield 10mg,Fortis Healthcare 4,98,450,44100
TXN105578,2025-12-04,West,GlycaCure 50mg,Max Super Speciality 4,33,120,3960
TXN108652,2025-12-04,South,GlycaCure 50mg,Fortis Healthcare 3,37,120,4440
TXN105691,2025-12-04,South,OncoShield 10mg,Apollo Medical Center 4,113,450,50850
TXN100236,2025-12-04,West,GlycaCure 50mg,Fortis Healthcare 1,12,250,3000
TXN104454,2025-12-04,East,OncoShield 10mg,Max Super Speciality 4,22,450,9900
TXN104833,2025-12-04,Central,OncoShield 10mg,Fortis Healthcare 5,61,450,27450
TXN107853,2025-12-04,Central,GlycaCure 50mg,Apollo Medical Center 2,12,250,3000
TXN100565,2025-12-04,East,GlycaCure 50mg,Apollo Medical Center 4,127,120,15240
TXN103954,2025-12-04,East,GlycaCure 50mg,Fortis Healthcare 3,15,250,3750
TXN105148,2025-12-04,East,OncoShield 10mg,Apollo Medical Center 5,147,450,66150
TXN103986,2025-12-04,South,OncoShield 10mg,Max Super Speciality 3,147,450,66150
TXN105072,2025-12-04,West,OncoShield 10mg,Fortis Healthcare 2,109,450,49050
TXN105820,2025-12-04,North,OncoShield 10mg,Fortis Healthcare 3,128,450,57600
TXN100892,2025-12-04,South,GlycaCure 50mg,Apollo Medical Center 2,69,250,17250
TXN103826,2025-12-04,West,OncoShield 10mg,Fortis Healthcare 2,79,450,35550
TXN101530,2025-12-04,Central,OncoShield 10mg,Max Super Speciality 4,77,450,34650
TXN109113,2025-12-04,East,OncoShield 10mg,Fortis Healthcare 1,118,450,53100
TXN107040,2025-12-04,North,OncoShield 10mg,Max Super Speciality 4,64,450,28800
TXN106257,2025-12-04,East,GlycaCure 50mg,Max Super Speciality 2,99,250,24750
TXN105091,2025-12-04,North,OncoShield 10mg,Fortis Healthcare 5,61,450,27450
TXN101382,2025-12-04,Central,GlycaCure 50mg,Max Super Speciality 3,147,250,36750
TXN105113,2025-12-04,South,OncoShield 10mg,Apollo Medical Center 4,35,450,15750
TXN106884,2025-12-04,East,GlycaCure 50mg,Max Super Speciality 5,46,120,5520
TXN108279,2025-12-04,South,GlycaCure 50mg,Max Super Speciality 4,117,120,14040
TXN106779,2025-12-04,South,OncoShield 10mg,Apollo Medical Center 4,98,450,44100
TXN106564,2025-12-04,Central,OncoShield 10mg,Apollo Medical Center 5,65,450,29250
TXN100154,2025-12-04,Central,GlycaCure 50mg,Max Super Speciality 5,43,250,10750
TXN106050,2025-12-04,East,OncoShield 10mg,Max Super Speciality 1,89,450,40050
TXN100204,2025-12-04,East,OncoShield 10mg,Max Super Speciality 2,47,450,21150
TXN104805,2025-12-04,South,OncoShield 10mg,Apollo Medical Center 3,95,450,42750
TXN109483,2025-12-04,South,GlycaCure 50mg,Max Super Speciality 2,115,250,28750
TXN105458,2025-12-04,West,OncoShield 10mg,Max Super Speciality 3,71,450,31950
TXN101476,2025-12-05,North,GlycaCure 50mg,Max Super Speciality 4,76,250,19000
TXN108083,2025-12-05,South,GlycaCure 50mg,Max Super Speciality 1,111,120,13320
TXN103811,2025-12-05,West,OncoShield 10mg,Max Super Speciality 3,63,450,28350
TXN107601,2025-12-05,South,OncoShield 10mg,Max Super Speciality 1,40,450,18000
TXN100344,2025-12-05,Central,OncoShield 10mg,Fortis Healthcare 2,62,450,27900
TXN105358,2025-12-05,East,OncoShield 10mg,Apollo Medical Center 5,71,450,31950
TXN104460,2025-12-05,Central,GlycaCure 50mg,Fortis Healthcare 2,28,120,3360
TXN108125,2025-12-05,East,OncoShield 10mg,Max Super Speciality 2,67,450,30150
TXN109617,2025-12-05,Central,GlycaCure 50mg,Apollo Medical Center 5,98,120,11760
TXN102828,2025-12-05,Central,OncoShield 10mg,Fortis Healthcare 4,128,450,57600
TXN109540,2025-12-05,Central,GlycaCure 50mg,Max Super Speciality 5,101,250,25250
TXN103899,2025-12-05,North,GlycaCure 50mg,Max Super Speciality 4,149,120,17880
TXN102493,2025-12-05,North,OncoShield 10mg,Max Super Speciality 5,31,450,13950
TXN103619,2025-12-05,South,GlycaCure 50mg,Apollo Medical Center 2,109,120,13080
TXN109562,2025-12-05,West,OncoShield 10mg,Fortis Healthcare 5,138,450,62100
TXN108540,2025-12-05,South,OncoShield 10mg,Fortis Healthcare 5,72,450,32400
TXN103604,2025-12-05,North,OncoShield 10mg,Apollo Medical Center 2,119,450,53550
TXN101867,2025-12-05,Central,GlycaCure 50mg,Apollo Medical Center 5,36,250,9000
TXN109582,2025-12-05,North,OncoShield 10mg,Apollo Medical Center 2,142,450,63900
TXN105253,2025-12-05,East,OncoShield 10mg,Max Super Speciality 5,84,450,37800
TXN106025,2025-12-05,West,OncoShield 10mg,Apollo Medical Center 2,92,450,41400
